Level	exp	hp	mp	dc1	dc2	mc1	mc2	sc1	sc2	ac1	ac2	mac1	mac2
1276	27733198040	105336	49813	0	0	0	0	382	425	70	128	70	128
1277	27798427200	105419	49843	0	0	0	0	382	426	70	128	70	128
1278	27863758560	105502	49873	0	0	0	0	383	426	71	128	71	128
1279	27929192200	105585	49903	0	0	0	0	383	426	71	128	71	128
1280	27994728200	105668	49933	0	0	0	0	383	427	71	129	71	129
1281	28060366640	105751	49963	0	0	0	0	384	427	71	129	71	129
1282	28126107600	105834	49993	0	0	0	0	384	427	71	129	71	129
1283	28191951160	105917	50023	0	0	0	0	384	428	71	129	71	129
1284	28257897400	106000	50053	0	0	0	0	385	428	71	129	71	129
1285	28323946400	106083	50083	0	0	0	0	385	428	71	129	71	129
1286	28390098240	106166	50113	0	0	0	0	385	429	71	129	71	129
1287	28456353000	106249	50143	0	0	0	0	386	429	71	129	71	129
1288	28522710760	106332	50173	0	0	0	0	386	429	71	129	71	129
1289	28589171600	106415	50203	0	0	0	0	386	430	71	129	71	129
1290	28655735600	106498	50233	0	0	0	0	387	430	71	130	71	130
1291	28722402840	106581	50263	0	0	0	0	387	430	71	130	71	130
1292	28789173400	106664	50293	0	0	0	0	387	431	71	130	71	130
1293	28856047360	106747	50323	0	0	0	0	387	431	71	130	71	130
1294	28923024800	106830	50353	0	0	0	0	387	431	71	130	71	130
1295	28990105800	106913	50383	0	0	0	0	387	432	71	130	71	130
1296	29057290440	106996	50413	0	0	0	0	388	432	72	130	72	130
1297	29124578800	107079	50443	0	0	0	0	388	432	72	130	72	130
1298	29191970960	107162	50473	0	0	0	0	388	433	72	130	72	130
1299	29259467000	107245	50503	0	0	0	0	389	433	72	130	72	130
1300	29327067000	107328	50533	0	0	0	0	389	433	72	131	72	131
1301	29394771040	107411	50563	0	0	0	0	389	434	72	131	72	131
1302	29462579200	107494	50593	0	0	0	0	390	434	72	131	72	131
1303	29530491560	107577	50623	0	0	0	0	390	434	72	131	72	131
1304	29598508200	107660	50653	0	0	0	0	390	435	72	131	72	131
1305	29666629200	107743	50683	0	0	0	0	391	435	72	131	72	131
1306	29734854640	107826	50713	0	0	0	0	391	435	72	131	72	131
1307	29803184600	107909	50743	0	0	0	0	391	436	72	131	72	131
1308	29871619160	107992	50773	0	0	0	0	392	436	72	131	72	131
1309	29940158400	108075	50803	0	0	0	0	392	436	72	131	72	131
1310	30008802400	108158	50833	0	0	0	0	392	437	72	132	72	132
1311	30077551240	108241	50863	0	0	0	0	393	437	72	132	72	132
1312	30146405000	108324	50893	0	0	0	0	393	437	72	132	72	132
1313	30215363760	108407	50923	0	0	0	0	393	438	72	132	72	132
1314	30284427600	108490	50953	0	0	0	0	394	438	73	132	73	132
1315	30353596600	108573	50983	0	0	0	0	394	438	73	132	73	132
1316	30422870840	108656	51013	0	0	0	0	394	439	73	132	73	132
1317	30492250400	108739	51043	0	0	0	0	395	439	73	132	73	132
1318	30561735360	108822	51073	0	0	0	0	395	439	73	132	73	132
1319	30631325800	108905	51103	0	0	0	0	395	440	73	132	73	132
1320	30701021800	108988	51133	0	0	0	0	396	440	73	133	73	133
1321	30770823440	109071	51163	0	0	0	0	396	440	73	133	73	133
1322	30840730800	109154	51193	0	0	0	0	396	441	73	133	73	133
1323	30910743960	109237	51223	0	0	0	0	396	441	73	133	73	133
1324	30980863000	109320	51253	0	0	0	0	396	441	73	133	73	133
1325	31051088000	109403	51283	0	0	0	0	396	442	73	133	73	133
1326	31121419040	109486	51313	0	0	0	0	397	442	73	133	73	133
1327	31191856200	109569	51343	0	0	0	0	397	442	73	133	73	133
1328	31262399560	109652	51373	0	0	0	0	397	443	73	133	73	133
1329	31333049200	109735	51403	0	0	0	0	398	443	73	133	73	133
1330	31403805200	109818	51433	0	0	0	0	398	443	73	134	73	134
1331	31474667640	109901	51463	0	0	0	0	398	444	73	134	73	134
1332	31545636600	109984	51493	0	0	0	0	399	444	74	134	74	134
1333	31616712160	110067	51523	0	0	0	0	399	444	74	134	74	134
1334	31687894400	110150	51553	0	0	0	0	399	445	74	134	74	134
1335	31759183400	110233	51583	0	0	0	0	400	445	74	134	74	134
1336	31830579240	110316	51613	0	0	0	0	400	445	74	134	74	134
1337	31902082000	110399	51643	0	0	0	0	400	446	74	134	74	134
1338	31973691760	110482	51673	0	0	0	0	401	446	74	134	74	134
1339	32045408600	110565	51703	0	0	0	0	401	446	74	134	74	134
1340	32117232600	110648	51733	0	0	0	0	401	447	74	135	74	135
1341	32189163840	110731	51763	0	0	0	0	402	447	74	135	74	135
1342	32261202400	110814	51793	0	0	0	0	402	447	74	135	74	135
1343	32333348360	110897	51823	0	0	0	0	402	448	74	135	74	135
1344	32405601800	110980	51853	0	0	0	0	403	448	74	135	74	135
1345	32477962800	111063	51883	0	0	0	0	403	448	74	135	74	135
1346	32550431440	111146	51913	0	0	0	0	403	449	74	135	74	135
1347	32623007800	111229	51943	0	0	0	0	404	449	74	135	74	135
1348	32695691960	111312	51973	0	0	0	0	404	449	74	135	74	135
1349	32768484000	111395	52003	0	0	0	0	404	450	74	135	74	135
1350	32841384000	111478	52033	0	0	0	0	405	450	75	136	75	136
